SH043,2025-09-15,PROD00043,cust043@example.com,IN_TRANSIT,CUST043
SH044,2025-09-15,PROD00044,cust044@example.com,IN_TRANSIT,CUST044
SH045,2025-09-15,PROD00045,cust045@example.com,IN_TRANSIT,CUST045
SH046,2025-09-15,PROD00046,cust046@example.com,IN_TRANSIT,CUST046
SH047,2025-09-15,PROD00047,cust047@example.com,IN_TRANSIT,CUST047
SH048,2025-09-15,PROD00048,cust048@example.com,IN_TRANSIT,CUST048
SH049,2025-09-15,PROD00049,cust049@example.com,IN_TRANSIT,CUST049
SH050,2025-09-15,PROD00050,cust050@example.com,IN_TRANSIT,CUST050
SH051,2025-09-15,PROD00051,cust051@example.com,IN_TRANSIT,CUST051
SH052,2025-09-15,PROD00052,cust052@example.com,IN_TRANSIT,CUST052
SH053,2025-09-15,PROD00053,cust053@example.com,IN_TRANSIT,CUST053
SH054,2025-09-15,PROD00054,cust054@example.com,IN_TRANSIT,CUST054
SH055,2025-09-15,PROD00055,cust055@example.com,IN_TRANSIT,CUST055
SH056,2025-09-15,PROD00056,cust056@example.com,IN_TRANSIT,CUST056
SH057,2025-09-15,PROD00057,cust057@example.com,IN_TRANSIT,CUST057
SH058,2025-09-15,PROD00058,cust058@example.com,IN_TRANSIT,CUST058
SH059,2025-09-15,PROD00059,cust059@example.com,IN_TRANSIT,CUST059
SH060,2025-09-15,PROD00060,cust060@example.com,IN_TRANSIT,CUST060
SH061,2025-09-15,PROD00061,cust061@example.com,IN_TRANSIT,CUST061
SH062,2025-09-15,PROD00062,cust062@example.com,IN_TRANSIT,CUST062
SH063,2025-09-15,PROD00063,cust063@example.com,IN_TRANSIT,CUST063
SH064,2025-09-15,PROD00064,cust064@example.com,IN_TRANSIT,CUST064
SH065,2025-09-15,PROD00065,cust065@example.com,IN_TRANSIT,CUST065
SH066,2025-09-15,PROD00066,cust066@example.com,IN_TRANSIT,CUST066
SH067,2025-09-15,PROD00067,cust067@example.com,IN_TRANSIT,CUST067
SH068,2025-09-15,PROD00068,cust068@example.com,IN_TRANSIT,CUST068
SH069,2025-09-15,PROD00069,cust069@example.com,IN_TRANSIT,CUST069
SH070,2025-09-15,PROD00070,cust070@example.com,IN_TRANSIT,CUST070
SH071,2025-09-15,PROD00071,cust071@example.com,IN_TRANSIT,CUST071
SH072,2025-09-15,PROD00072,cust072@example.com,IN_TRANSIT,CUST072
SH073,2025-09-15,PROD00073,cust073@example.com,IN_TRANSIT,CUST073
SH074,2025-09-15,PROD00074,cust074@example.com,IN_TRANSIT,CUST074
SH075,2025-09-15,PROD00075,cust075@example.com,IN_TRANSIT,CUST075
SH076,2025-09-15,PROD00076,cust076@example.com,IN_TRANSIT,CUST076
SH077,2025-09-15,PROD00077,cust077@example.com,IN_TRANSIT,CUST077
SH078,2025-09-15,PROD00078,cust078@example.com,IN_TRANSIT,CUST078
SH079,2025-09-15,PROD00079,cust079@example.com,IN_TRANSIT,CUST079
SH080,2025-09-15,PROD00080,cust080@example.com,IN_TRANSIT,CUST080
SH081,2025-09-15,PROD00081,cust081@example.com,IN_TRANSIT,CUST081
SH082,2025-09-15,PROD00082,cust082@example.com,IN_TRANSIT,CUST082
SH083,2025-09-15,PROD00083,cust083@example.com,IN_TRANSIT,CUST083
SH084,2025-09-15,PROD00084,cust084@example.com,IN_TRANSIT,CUST084
SH085,2025-09-15,PROD00085,cust085@example.com,IN_TRANSIT,CUST085
SH086,2025-09-15,PROD00086,cust086@example.com,IN_TRANSIT,CUST086
SH087,2025-09-15,PROD00087,cust087@example.com,IN_TRANSIT,CUST087
SH088,2025-09-15,PROD00088,cust088@example.com,IN_TRANSIT,CUST088
SH089,2025-09-15,PROD00089,cust089@example.com,IN_TRANSIT,CUST089
SH090,2025-09-15,PROD00090,cust090@example.com,IN_TRANSIT,CUST090
SH091,2025-09-15,PROD00091,cust091@example.com,IN_TRANSIT,CUST091
SH092,2025-09-15,PROD00092,cust092@example.com,IN_TRANSIT,CUST092
SH093,2025-09-15,PROD00093,cust093@example.com,IN_TRANSIT,CUST093
SH094,2025-09-15,PROD00094,cust094@example.com,IN_TRANSIT,CUST094
SH095,2025-09-15,PROD00095,cust095@example.com,IN_TRANSIT,CUST095
SH096,2025-09-15,PROD00096,cust096@example.com,IN_TRANSIT,CUST096
SH097,2025-09-15,PROD00097,cust097@example.com,IN_TRANSIT,CUST097
SH098,2025-09-15,PROD00098,cust098@example.com,IN_TRANSIT,CUST098
SH099,2025-09-15,PROD00099,cust099@example.com,IN_TRANSIT,CUST099
SH001,2025-09-15,PROD00100,cust001@example.com,IN_TRANSIT,CUST001
SH002,2025-09-15,PROD00101,cust002@example.com,IN_TRANSIT,CUST002
SH003,2025-09-15,PROD00102,cust003@example.com,IN_TRANSIT,CUST003
SH004,2025-09-15,PROD00103,cust004@example.com,IN_TRANSIT,CUST004
SH005,2025-09-15,PROD00104,cust005@example.com,IN_TRANSIT,CUST005
SH006,2025-09-15,PROD00105,cust006@example.com,IN_TRANSIT,CUST006
SH007,2025-09-15,PROD00106,cust007@example.com,IN_TRANSIT,CUST007
SH008,2025-09-15,PROD00107,cust008@example.com,IN_TRANSIT,CUST008
SH009,2025-09-15,PROD00108,cust009@example.com,IN_TRANSIT,CUST009
SH010,2025-09-15,PROD00109,cust010@example.com,IN_TRANSIT,CUST010
SH011,2025-09-15,PROD00110,cust011@example.com,IN_TRANSIT,CUST011
SH012,2025-09-15,PROD00111,cust012@example.com,IN_TRANSIT,CUST012
SH013,2025-09-15,PROD00112,cust013@example.com,IN_TRANSIT,CUST013
SH014,2025-09-15,PROD00113,cust014@example.com,IN_TRANSIT,CUST014
SH015,2025-09-15,PROD00114,cust015@example.com,IN_TRANSIT,CUST015
SH016,2025-09-15,PROD00115,cust016@example.com,IN_TRANSIT,CUST016
SH017,2025-09-15,PROD00116,cust017@example.com,IN_TRANSIT,CUST017
SH018,2025-09-15,PROD00117,cust018@example.com,IN_TRANSIT,CUST018
SH019,2025-09-15,PROD00118,cust019@example.com,IN_TRANSIT,CUST019
SH020,2025-09-15,PROD00119,cust020@example.com,IN_TRANSIT,CUST020
SH021,2025-09-15,PROD00120,cust021@example.com,IN_TRANSIT,CUST021
SH022,2025-09-15,PROD00121,cust022@example.com,IN_TRANSIT,CUST022
SH023,2025-09-15,PROD00122,cust023@example.com,IN_TRANSIT,CUST023
SH024,2025-09-15,PROD00123,cust024@example.com,IN_TRANSIT,CUST024
SH025,2025-09-15,PROD00124,cust025@example.com,IN_TRANSIT,CUST025
SH026,2025-09-15,PROD00125,cust026@example.com,IN_TRANSIT,CUST026
SH027,2025-09-15,PROD00126,cust027@example.com,IN_TRANSIT,CUST027
SH028,2025-09-15,PROD00127,cust028@example.com,IN_TRANSIT,CUST028
SH029,2025-09-15,PROD00128,cust029@example.com,IN_TRANSIT,CUST029
SH030,2025-09-15,PROD00129,cust030@example.com,IN_TRANSIT,CUST030
SH031,2025-09-15,PROD00130,cust031@example.com,IN_TRANSIT,CUST031
SH032,2025-09-15,PROD00131,cust032@example.com,IN_TRANSIT,CUST032
SH033,2025-09-15,PROD00132,cust033@example.com,IN_TRANSIT,CUST033
SH034,2025-09-15,PROD00133,cust034@example.com,IN_TRANSIT,CUST034
SH035,2025-09-15,PROD00134,cust035@example.com,IN_TRANSIT,CUST035
SH036,2025-09-15,PROD00135,cust036@example.com,IN_TRANSIT,CUST036
SH037,2025-09-15,PROD00136,cust037@example.com,IN_TRANSIT,CUST037
SH038,2025-09-15,PROD00137,cust038@example.com,IN_TRANSIT,CUST038
SH039,2025-09-15,PROD00138,cust039@example.com,IN_TRANSIT,CUST039
SH040,2025-09-15,PROD00139,cust040@example.com,IN_TRANSIT,CUST040
SH041,2025-09-15,PROD00140,cust041@example.com,IN_TRANSIT,CUST041
SH042,2025-09-15,PROD00141,cust042@example.com,IN_TRANSIT,CUST042
SH043,2025-09-15,PROD00142,cust043@example.com,IN_TRANSIT,CUST043
SH044,2025-09-15,PROD00143,cust044@example.com,IN_TRANSIT,CUST044
SH045,2025-09-15,PROD00144,cust045@example.com,IN_TRANSIT,CUST045
SH046,2025-09-15,PROD00145,cust046@example.com,IN_TRANSIT,CUST046
SH047,2025-09-15,PROD00146,cust047@example.com,IN_TRANSIT,CUST047
SH048,2025-09-15,PROD00147,cust048@example.com,IN_TRANSIT,CUST048
SH049,2025-09-15,PROD00148,cust049@example.com,IN_TRANSIT,CUST049
SH050,2025-09-15,PROD00149,cust050@example.com,IN_TRANSIT,CUST050
SH051,2025-09-15,PROD00150,cust051@example.com,IN_TRANSIT,CUST051
SH052,2025-09-15,PROD00151,cust052@example.com,IN_TRANSIT,CUST052
SH053,2025-09-15,PROD00152,cust053@example.com,IN_TRANSIT,CUST053
SH054,2025-09-15,PROD00153,cust054@example.com,IN_TRANSIT,CUST054
SH055,2025-09-15,PROD00154,cust055@example.com,IN_TRANSIT,CUST055
SH056,2025-09-15,PROD00155,cust056@example.com,IN_TRANSIT,CUST056
SH057,2025-09-15,PROD00156,cust057@example.com,IN_TRANSIT,CUST057
SH058,2025-09-15,PROD00157,cust058@example.com,IN_TRANSIT,CUST058
SH059,2025-09-15,PROD00158,cust059@example.com,IN_TRANSIT,CUST059
SH060,2025-09-15,PROD00159,cust060@example.com,IN_TRANSIT,CUST060
SH061,2025-09-15,PROD00160,cust061@example.com,IN_TRANSIT,CUST061
SH062,2025-09-15,PROD00161,cust062@example.com,IN_TRANSIT,CUST062
SH063,2025-09-15,PROD00162,cust063@example.com,IN_TRANSIT,CUST063
SH064,2025-09-15,PROD00163,cust064@example.com,IN_TRANSIT,CUST064
SH065,2025-09-15,PROD00164,cust065@example.com,IN_TRANSIT,CUST065
SH066,2025-09-15,PROD00165,cust066@example.com,IN_TRANSIT,CUST066
SH067,2025-09-15,PROD00166,cust067@example.com,IN_TRANSIT,CUST067
SH068,2025-09-15,PROD00167,cust068@example.com,IN_TRANSIT,CUST068
SH069,2025-09-15,PROD00168,cust069@example.com,IN_TRANSIT,CUST069
SH070,2025-09-15,PROD00169,cust070@example.com,IN_TRANSIT,CUST070
SH071,2025-09-15,PROD00170,cust071@example.com,IN_TRANSIT,CUST071
SH072,2025-09-15,PROD00171,cust072@example.com,IN_TRANSIT,CUST072
SH073,2025-09-15,PROD00172,cust073@example.com,IN_TRANSIT,CUST073
SH074,2025-09-15,PROD00173,cust074@example.com,IN_TRANSIT,CUST074
SH075,2025-09-15,PROD00174,cust075@example.com,IN_TRANSIT,CUST075
SH076,2025-09-15,PROD00175,cust076@example.com,IN_TRANSIT,CUST076
SH077,2025-09-15,PROD00176,cust077@example.com,IN_TRANSIT,CUST077
SH078,2025-09-15,PROD00177,cust078@example.com,IN_TRANSIT,CUST078
SH079,2025-09-15,PROD00178,cust079@example.com,IN_TRANSIT,CUST079
SH080,2025-09-15,PROD00179,cust080@example.com,IN_TRANSIT,CUST080
SH081,2025-09-15,PROD00180,cust081@example.com,IN_TRANSIT,CUST081
SH082,2025-09-15,PROD00181,cust082@example.com,IN_TRANSIT,CUST082
SH083,2025-09-15,PROD00182,cust083@example.com,IN_TRANSIT,CUST083
SH084,2025-09-15,PROD00183,cust084@example.com,IN_TRANSIT,CUST084
SH085,2025-09-15,PROD00184,cust085@example.com,IN_TRANSIT,CUST085
SH086,2025-09-15,PROD00185,cust086@example.com,IN_TRANSIT,CUST086
SH087,2025-09-15,PROD00186,cust087@example.com,IN_TRANSIT,CUST087
SH088,2025-09-15,PROD00187,cust088@example.com,IN_TRANSIT,CUST088
SH089,2025-09-15,PROD00188,cust089@example.com,IN_TRANSIT,CUST089
SH090,2025-09-15,PROD00189,cust090@example.com,IN_TRANSIT,CUST090
SH091,2025-09-15,PROD00190,cust091@example.com,IN_TRANSIT,CUST091
SH092,2025-09-15,PROD00191,cust092@example.com,IN_TRANSIT,CUST092
SH093,2025-09-15,PROD00192,cust093@example.com,IN_TRANSIT,CUST093
SH094,2025-09-15,PROD00193,cust094@example.com,IN_TRANSIT,CUST094
SH095,2025-09-15,PROD00194,cust095@example.com,IN_TRANSIT,CUST095
SH096,2025-09-15,PROD00195,cust096@example.com,IN_TRANSIT,CUST096
SH097,2025-09-15,PROD00196,cust097@example.com,IN_TRANSIT,CUST097
SH098,2025-09-15,PROD00197,cust098@example.com,IN_TRANSIT,CUST098
SH099,2025-09-15,PROD00198,cust099@example.com,IN_TRANSIT,CUST099
SH001,2025-09-15,PROD00199,cust001@example.com,IN_TRANSIT,CUST001
SH002,2025-09-15,PROD00200,cust002@example.com,IN_TRANSIT,CUST002
SH003,2025-09-15,PROD00201,cust003@example.com,IN_TRANSIT,CUST003
SH004,2025-09-15,PROD00202,cust004@example.com,IN_TRANSIT,CUST004
SH005,2025-09-15,PROD00203,cust005@example.com,IN_TRANSIT,CUST005
SH006,2025-09-15,PROD00204,cust006@example.com,IN_TRANSIT,CUST006
SH007,2025-09-15,PROD00205,cust007@example.com,IN_TRANSIT,CUST007
SH008,2025-09-15,PROD00206,cust008@example.com,IN_TRANSIT,CUST008
SH009,2025-09-15,PROD00207,cust009@example.com,IN_TRANSIT,CUST009
SH010,2025-09-15,PROD00208,cust010@example.com,IN_TRANSIT,CUST010
SH011,2025-09-15,PROD00209,cust011@example.com,IN_TRANSIT,CUST011
SH012,2025-09-15,PROD00210,cust012@example.com,IN_TRANSIT,CUST012
SH013,2025-09-15,PROD00211,cust013@example.com,IN_TRANSIT,CUST013
SH014,2025-09-15,PROD00212,cust014@example.com,IN_TRANSIT,CUST014
SH015,2025-09-15,PROD00213,cust015@example.com,IN_TRANSIT,CUST015
SH016,2025-09-15,PROD00214,cust016@example.com,IN_TRANSIT,CUST016
SH017,2025-09-15,PROD00215,cust017@example.com,IN_TRANSIT,CUST017
SH018,2025-09-15,PROD00216,cust018@example.com,IN_TRANSIT,CUST018
SH019,2025-09-15,PROD00217,cust019@example.com,IN_TRANSIT,CUST019
SH020,2025-09-15,PROD00218,cust020@example.com,IN_TRANSIT,CUST020
SH021,2025-09-15,PROD00219,cust021@example.com,IN_TRANSIT,CUST021
SH022,2025-09-15,PROD00220,cust022@example.com,IN_TRANSIT,CUST022
SH023,2025-09-15,PROD00221,cust023@example.com,IN_TRANSIT,CUST023
SH024,2025-09-15,PROD00222,cust024@example.com,IN_TRANSIT,CUST024
SH025,2025-09-15,PROD00223,cust025@example.com,IN_TRANSIT,CUST025
SH026,2025-09-15,PROD00224,cust026@example.com,IN_TRANSIT,CUST026
SH027,2025-09-15,PROD00225,cust027@example.com,IN_TRANSIT,CUST027
SH028,2025-09-15,PROD00226,cust028@example.com,IN_TRANSIT,CUST028
SH029,2025-09-15,PROD00227,cust029@example.com,IN_TRANSIT,CUST029
SH030,2025-09-15,PROD00228,cust030@example.com,IN_TRANSIT,CUST030
SH031,2025-09-15,PROD00229,cust031@example.com,IN_TRANSIT,CUST031
SH032,2025-09-15,PROD00230,cust032@example.com,IN_TRANSIT,CUST032
SH033,2025-09-15,PROD00231,cust033@example.com,IN_TRANSIT,CUST033
SH034,2025-09-15,PROD00232,cust034@example.com,IN_TRANSIT,CUST034
SH035,2025-09-15,PROD00233,cust035@example.com,IN_TRANSIT,CUST035
SH036,2025-09-15,PROD00234,cust036@example.com,IN_TRANSIT,CUST036
SH037,2025-09-15,PROD00235,cust037@example.com,IN_TRANSIT,CUST037
SH038,2025-09-15,PROD00236,cust038@example.com,IN_TRANSIT,CUST038
SH039,2025-09-15,PROD00237,cust039@example.com,IN_TRANSIT,CUST039
SH040,2025-09-15,PROD00238,cust040@example.com,IN_TRANSIT,CUST040
SH041,2025-09-15,PROD00239,cust041@example.com,IN_TRANSIT,CUST041
SH042,2025-09-15,PROD00240,cust042@example.com,IN_TRANSIT,CUST042
SH043,2025-09-15,PROD00241,cust043@example.com,IN_TRANSIT,CUST043
SH044,2025-09-15,PROD00242,cust044@example.com,IN_TRANSIT,CUST044
SH045,2025-09-15,PROD00243,cust045@example.com,IN_TRANSIT,CUST045
SH046,2025-09-15,PROD00244,cust046@example.com,IN_TRANSIT,CUST046
SH047,2025-09-15,PROD00245,cust047@example.com,IN_TRANSIT,CUST047
SH048,2025-09-15,PROD00246,cust048@example.com,IN_TRANSIT,CUST048
SH049,2025-09-15,PROD00247,cust049@example.com,IN_TRANSIT,CUST049
SH050,2025-09-15,PROD00248,cust050@example.com,IN_TRANSIT,CUST050
SH051,2025-09-15,PROD00249,cust051@example.com,IN_TRANSIT,CUST051
SH052,2025-09-15,PROD00250,cust052@example.com,IN_TRANSIT,CUST052
SH053,2025-09-15,PROD00251,cust053@example.com,IN_TRANSIT,CUST053
SH054,2025-09-15,PROD00252,cust054@example.com,IN_TRANSIT,CUST054
SH055,2025-09-15,PROD00253,cust055@example.com,IN_TRANSIT,CUST055
SH056,2025-09-15,PROD00254,cust056@example.com,IN_TRANSIT,CUST056
SH057,2025-09-15,PROD00255,cust057@example.com,IN_TRANSIT,CUST057
SH058,2025-09-15,PROD00256,cust058@example.com,IN_TRANSIT,CUST058
SH059,2025-09-15,PROD00257,cust059@example.com,IN_TRANSIT,CUST059
SH060,2025-09-15,PROD00258,cust060@example.com,IN_TRANSIT,CUST060
SH061,2025-09-15,PROD00259,cust061@example.com,IN_TRANSIT,CUST061
SH062,2025-09-15,PROD00260,cust062@example.com,IN_TRANSIT,CUST062
SH063,2025-09-15,PROD00261,cust063@example.com,IN_TRANSIT,CUST063
SH064,2025-09-15,PROD00262,cust064@example.com,IN_TRANSIT,CUST064
SH065,2025-09-15,PROD00263,cust065@example.com,IN_TRANSIT,CUST065
SH066,2025-09-15,PROD00264,cust066@example.com,IN_TRANSIT,CUST066
SH067,2025-09-15,PROD00265,cust067@example.com,IN_TRANSIT,CUST067
SH068,2025-09-15,PROD00266,cust068@example.com,IN_TRANSIT,CUST068
SH069,2025-09-15,PROD00267,cust069@example.com,IN_TRANSIT,CUST069
SH070,2025-09-15,PROD00268,cust070@example.com,IN_TRANSIT,CUST070
SH071,2025-09-15,PROD00269,cust071@example.com,IN_TRANSIT,CUST071
SH072,2025-09-15,PROD00270,cust072@example.com,IN_TRANSIT,CUST072
SH073,2025-09-15,PROD00271,cust073@example.com,IN_TRANSIT,CUST073
SH074,2025-09-15,PROD00272,cust074@example.com,IN_TRANSIT,CUST074
SH075,2025-09-15,PROD00273,cust075@example.com,IN_TRANSIT,CUST075
SH076,2025-09-15,PROD00274,cust076@example.com,IN_TRANSIT,CUST076
SH077,2025-09-15,PROD00275,cust077@example.com,IN_TRANSIT,CUST077
SH078,2025-09-15,PROD00276,cust078@example.com,IN_TRANSIT,CUST078
SH079,2025-09-15,PROD00277,cust079@example.com,IN_TRANSIT,CUST079
SH080,2025-09-15,PROD00278,cust080@example.com,IN_TRANSIT,CUST080
SH081,2025-09-15,PROD00279,cust081@example.com,IN_TRANSIT,CUST081
SH082,2025-09-15,PROD00280,cust082@example.com,IN_TRANSIT,CUST082
SH083,2025-09-15,PROD00281,cust083@example.com,IN_TRANSIT,CUST083
SH084,2025-09-15,PROD00282,cust084@example.com,IN_TRANSIT,CUST084
SH085,2025-09-15,PROD00283,cust085@example.com,IN_TRANSIT,CUST085
SH086,2025-09-15,PROD00284,cust086@example.com,IN_TRANSIT,CUST086
SH087,2025-09-15,PROD00285,cust087@example.com,IN_TRANSIT,CUST087
SH088,2025-09-15,PROD00286,cust088@example.com,IN_TRANSIT,CUST088
SH089,2025-09-15,PROD00287,cust089@example.com,IN_TRANSIT,CUST089
SH090,2025-09-15,PROD00288,cust090@example.com,IN_TRANSIT,CUST090
SH091,2025-09-15,PROD00289,cust091@example.com,IN_TRANSIT,CUST091
SH092,2025-09-15,PROD00290,cust092@example.com,IN_TRANSIT,CUST092
SH093,2025-09-15,PROD00291,cust093@example.com,IN_TRANSIT,CUST093
SH094,2025-09-15,PROD00292,cust094@example.com,IN_TRANSIT,CUST094
SH095,2025-09-15,PROD00293,cust095@example.com,IN_TRANSIT,CUST095
SH096,2025-09-15,PROD00294,cust096@example.com,IN_TRANSIT,CUST096
SH097,2025-09-15,PROD00295,cust097@example.com,IN_TRANSIT,CUST097
SH098,2025-09-15,PROD00296,cust098@example.com,IN_TRANSIT,CUST098
SH099,2025-09-15,PROD00297,cust099@example.com,IN_TRANSIT,CUST099
SH001,2025-09-15,PROD00298,cust001@example.com,IN_TRANSIT,CUST001
SH002,2025-09-15,PROD00299,cust002@example.com,IN_TRANSIT,CUST002
SH003,2025-09-15,PROD00300,cust003@example.com,IN_TRANSIT,CUST003
SH004,2025-09-15,PROD00301,cust004@example.com,IN_TRANSIT,CUST004
SH005,2025-09-15,PROD00302,cust005@example.com,IN_TRANSIT,CUST005
SH006,2025-09-15,PROD00303,cust006@example.com,IN_TRANSIT,CUST006
SH007,2025-09-15,PROD00304,cust007@example.com,IN_TRANSIT,CUST007
SH008,2025-09-15,PROD00305,cust008@example.com,IN_TRANSIT,CUST008
SH009,2025-09-15,PROD00306,cust009@example.com,IN_TRANSIT,CUST009
SH010,2025-09-15,PROD00307,cust010@example.com,IN_TRANSIT,CUST010
SH011,2025-09-15,PROD00308,cust011@example.com,IN_TRANSIT,CUST011
SH012,2025-09-15,PROD00309,cust012@example.com,IN_TRANSIT,CUST012
SH013,2025-09-15,PROD00310,cust013@example.com,IN_TRANSIT,CUST013
SH014,2025-09-15,PROD00311,cust014@example.com,IN_TRANSIT,CUST014
SH015,2025-09-15,PROD00312,cust015@example.com,IN_TRANSIT,CUST015
SH016,2025-09-15,PROD00313,cust016@example.com,IN_TRANSIT,CUST016
SH017,2025-09-15,PROD00314,cust017@example.com,IN_TRANSIT,CUST017
SH018,2025-09-15,PROD00315,cust018@example.com,IN_TRANSIT,CUST018
SH019,2025-09-15,PROD00316,cust019@example.com,IN_TRANSIT,CUST019
SH020,2025-09-15,PROD00317,cust020@example.com,IN_TRANSIT,CUST020
SH021,2025-09-15,PROD00318,cust021@example.com,IN_TRANSIT,CUST021
SH022,2025-09-15,PROD00319,cust022@example.com,IN_TRANSIT,CUST022
SH023,2025-09-15,PROD00320,cust023@example.com,IN_TRANSIT,CUST023
SH024,2025-09-15,PROD00321,cust024@example.com,IN_TRANSIT,CUST024
SH025,2025-09-15,PROD00322,cust025@example.com,IN_TRANSIT,CUST025
SH026,2025-09-15,PROD00323,cust026@example.com,IN_TRANSIT,CUST026
SH027,2025-09-15,PROD00324,cust027@example.com,IN_TRANSIT,CUST027
SH028,2025-09-15,PROD00325,cust028@example.com,IN_TRANSIT,CUST028
SH029,2025-09-15,PROD00326,cust029@example.com,IN_TRANSIT,CUST029
SH030,2025-09-15,PROD00327,cust030@example.com,IN_TRANSIT,CUST030
SH031,2025-09-15,PROD00328,cust031@example.com,IN_TRANSIT,CUST031
SH032,2025-09-15,PROD00329,cust032@example.com,IN_TRANSIT,CUST032
SH033,2025-09-15,PROD00330,cust033@example.com,IN_TRANSIT,CUST033
SH034,2025-09-15,PROD00331,cust034@example.com,IN_TRANSIT,CUST034
SH035,2025-09-15,PROD00332,cust035@example.com,IN_TRANSIT,CUST035
SH036,2025-09-15,PROD00333,cust036@example.com,IN_TRANSIT,CUST036
SH037,2025-09-15,PROD00334,cust037@example.com,IN_TRANSIT,CUST037
SH038,2025-09-15,PROD00335,cust038@example.com,IN_TRANSIT,CUST038
SH039,2025-09-15,PROD00336,cust039@example.com,IN_TRANSIT,CUST039
SH040,2025-09-15,PROD00337,cust040@example.com,IN_TRANSIT,CUST040
SH041,2025-09-15,PROD00338,cust041@example.com,IN_TRANSIT,CUST041
SH042,2025-09-15,PROD00339,cust042@example.com,IN_TRANSIT,CUST042
SH043,2025-09-15,PROD00340,cust043@example.com,IN_TRANSIT,CUST043
SH044,2025-09-15,PROD00341,cust044@example.com,IN_TRANSIT,CUST044
SH045,2025-09-15,PROD00342,cust045@example.com,IN_TRANSIT,CUST045
SH046,2025-09-15,PROD00343,cust046@example.com,IN_TRANSIT,CUST046
SH047,2025-09-15,PROD00344,cust047@example.com,IN_TRANSIT,CUST047
SH048,2025-09-15,PROD00345,cust048@example.com,IN_TRANSIT,CUST048
SH049,2025-09-15,PROD00346,cust049@example.com,IN_TRANSIT,CUST049
SH050,2025-09-15,PROD00347,cust050@example.com,IN_TRANSIT,CUST050
SH051,2025-09-15,PROD00348,cust051@example.com,IN_TRANSIT,CUST051
SH052,2025-09-15,PROD00349,cust052@example.com,IN_TRANSIT,CUST052
